	id	sentence1	sentence2	similarity
5553	55318cd518ae96054c9bff5fb	Spain Princess Testifies in Historic Fraud Probe	Spain princess testifies in historic fraud probe	1.0
5431	125dff1e87b1d2af6c3c1e0af	Protesters gather in Brazil despite concessions	Protests sweep Brazil despite concession	1.0
1095	f4be770397cc83adc30752d8c	A close-up of an animal with a long face standing on grass near a tree.	A close-up of a woman with black boots next to a blue motorcycle.	0.0
1684	7a4c85baf587de88ccd738b0d	Man in red shorts and white shirt kicking a soccer ball.	A black dog stands in the surf holding a red rubber ball.	0.0
4989	1222c34b839001900a9e9accf	Nobel author Doris Lessing dies at 94	Nobel laureate Doris Lessing dies at 94	1.0
7917	9ca82ed9c033d528a77612938	Take a look at these:	Take a look at this: 	1.0
463	f7c05ae54b9cf40204a74c925	A girl is playing a piano.	A boy is doing push ups.	0.0
430	633cbe75968bec1402b8a345d	A man is tying his shoe.	A dog is riding on a bicyclists shoulders.	0.0
6872	88bbd8c5552b7031e2dab9f00	The last time the survey was conducted, in 1995, those numbers matched.	In 1995, the last survey, those numbers were equal.	1.0
8497	c249064f079936770c2166940	US authorities charge man in ricin probe	South African police arrest 50 in farm protest	0.0
4791	bb2cf8fda32a8abddd6cb5611	Senate to vote on moving ahead on Hagel nod	Benedict comes home to new house and new Pope	0.0
3006	13c797ba33dda6ceeebc7acdc	The bill says that a woman who undergoes such an abortion couldn't be prosecuted.	A woman who underwent such an abortion could not be prosecuted under the bill.	1.0
